ID,GENDER,CAR,REALITY,NO_OF_CHILD,INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET
5009159,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,14,54,8,0
5009160,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,21,54,8,0
5009161,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,23,54,8,0
5009162,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,56,54,8,0
5009163,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,12,35,9,0
5009164,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,29,35,9,0
5009165,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,41,35,9,0
5009166,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,16,35,9,0
5009168,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2,38,35,9,0
5009177,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,2,49,50,3,0
5009178,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,2,34,50,3,0
5009179,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,2,51,50,3,0
5009180,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,2,38,50,3,0
5009181,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,2,12,50,3,0
5009182,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,2,34,50,3,0
5009183,M,Y,N,0,229500,Working,Incomplete higher,Married,Co-op apartment,1,0,0,0,2,31,50,3,0
5009186,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,3,48,16,0
5009187,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,5,48,16,0
5009188,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,16,48,16,0
5009189,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,16,48,16,0
5009190,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,22,48,16,0
5009191,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,28,48,16,0
5009192,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,33,48,16,0
5009193,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,36,48,16,0
5009195,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,21,57,24,0
5009196,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,21,57,24,0
5009198,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,48,57,24,0
5009201,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,1,57,24,0
5009202,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,6,57,24,0
5009203,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,21,57,24,0
5009204,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,2,57,24,0
5009205,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,5,57,24,0
5009206,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,21,57,24,0
5009207,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,22,57,24,0
5009208,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,41,57,24,0
5009209,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,45,57,24,0
5009210,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,59,57,24,0
5009213,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,22,34,2,0
5009215,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,57,34,2,0
5009216,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,6,34,2,0
5009217,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,2,6,34,2,0
5009220,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,27,40,2,0
5009222,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,59,40,2,0
5009223,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,50,40,2,0
5009224,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,50,40,2,0
5009225,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,39,40,2,0
5009226,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,47,40,2,0
5009227,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,20,40,2,0
5009232,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,35,40,2,0
5009233,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,50,40,2,0
5009234,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,13,40,2,0
5009236,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,2,30,40,2,0
5009238,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,1,0,1,0,2,24,29,3,0
5009239,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,1,0,1,0,2,14,29,3,0
5009240,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,1,0,1,0,2,42,29,3,0
5009241,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,1,0,1,0,2,10,29,3,0
5009242,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,1,0,1,0,1,34,52,14,0
5009243,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,1,0,1,0,1,7,52,14,0
5009244,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,1,0,1,0,1,8,52,14,0
5009249,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,26,27,3,0
5009250,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,9,27,3,0
5009251,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,26,27,3,0
5009252,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,12,27,3,0
5009253,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,22,27,3,0
5009255,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,6,44,25,0
5009257,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,17,44,25,0
5009258,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1,38,44,25,0
5009260,F,N,N,0,202500,State servant,Higher education,Married,With parents,1,0,1,0,2,19,40,4,0
5009261,F,N,N,0,202500,State servant,Higher education,Married,With parents,1,0,1,0,2,23,40,4,0
5009262,F,N,N,0,202500,State servant,Higher education,Married,With parents,1,0,1,0,2,8,40,4,0
5009263,F,N,N,0,202500,State servant,Higher education,Married,With parents,1,0,1,0,2,16,40,4,0
5009265,M,Y,N,0,337500,State servant,Higher education,Married,With parents,1,1,1,0,2,47,28,5,0
5009266,M,Y,N,0,337500,State servant,Higher education,Married,With parents,1,1,1,0,2,15,28,5,0
5009267,M,Y,N,0,337500,State servant,Higher education,Married,With parents,1,1,1,0,2,17,28,5,0
5009268,M,Y,N,0,337500,State servant,Higher education,Married,With parents,1,1,1,0,2,26,28,5,0
5009269,M,Y,N,0,337500,State servant,Higher education,Married,With parents,1,1,1,0,2,34,28,5,0
5009270,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,28,40,7,0
5009271,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,39,40,7,0
5009272,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,25,40,7,0
5009274,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,54,40,7,0
5009275,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,29,40,7,0
5009276,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,15,40,7,0
5009277,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,2,29,40,7,0
5009278,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,20,41,13,0
5009279,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,44,41,13,0
5009280,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,40,41,13,0
5009281,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,39,41,13,0
5009284,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,58,41,13,0
5009285,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,55,41,13,0
5009286,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,48,41,13,0
5009287,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,24,41,13,0
5009289,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,8,41,13,0
5009290,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,20,41,13,0
5009291,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,16,41,13,0
5009292,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,34,41,13,0
5009293,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,39,41,13,0
5009294,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,2,30,41,13,0
5009297,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,1,22,44,5,0
5009299,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,1,33,44,5,0
5009300,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,1,12,44,5,0
5009301,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,1,8,44,5,0
5009325,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,1,0,1,0,2,16,58,13,0
5009327,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,1,0,1,0,2,36,58,13,0
5009328,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,1,0,1,0,2,18,58,13,0
5009329,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,1,0,1,0,2,30,58,13,0
5009330,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,1,0,1,0,2,14,58,13,0
5009331,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,1,0,1,0,2,35,58,13,0
5009332,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,1,0,1,0,2,52,58,13,0
5009333,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,1,0,1,0,2,55,58,13,0
5009335,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,1,0,0,0,1,9,44,19,0
5009336,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,1,0,0,0,1,17,44,19,0
5009337,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,1,0,0,0,1,45,44,19,0
5009338,M,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,12,51,15,0
5009339,M,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,34,51,15,0
5009340,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,57,29,7,0
5009341,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,60,29,7,0
5009342,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,34,29,7,0
5009343,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,28,29,7,0
5009344,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,15,29,7,0
5009345,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,23,29,7,0
5009346,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2,9,29,7,0
5009349,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,1,0,1,0,2,30,58,0,0
5009354,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,1,0,1,0,2,5,58,0,0
5009355,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,25,54,14,0
5009358,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,25,54,14,0
5009359,F,Y,N,0,900000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,15,52,20,0
5009360,F,Y,N,0,900000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,1,8,52,20,0
5009361,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,2,47,41,2,0
5009362,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,2,16,41,2,0
5009363,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,2,16,41,2,0
5009364,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,2,4,41,2,0
5009365,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,2,19,41,2,0
5009366,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,2,58,41,2,0
5009367,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,2,43,41,2,0
5009378,F,N,N,2,225000,Working,Higher education,Married,House / apartment,1,1,0,1,4,39,31,5,0
5009379,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,32,26,3,0
5009380,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,24,26,3,0
5009381,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,8,26,3,0
5009382,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,3,11,26,3,0
5009383,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,1,0,1,0,2,30,40,15,0
5009384,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,1,0,1,0,2,33,40,15,0
5009386,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,1,0,1,0,2,6,40,15,0
5009387,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,1,0,1,0,2,6,40,15,0
5009389,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,1,21,30,9,0
5009391,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,1,34,30,9,0
5009392,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,1,48,30,9,0
5009393,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,1,31,30,9,0
5009394,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,1,11,30,9,0
5009395,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,1,5,30,9,0
5009396,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,3,55,34,1,0
5009397,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,3,58,34,1,0
5009398,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,3,55,34,1,0
5009399,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,3,58,34,1,0
5009400,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,3,50,34,1,0
5009401,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,3,56,34,1,0
5009402,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,7,56,1,0
5009403,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2,44,56,1,0
5009404,F,N,N,2,67500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,4,7,28,1,0
5009405,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,1,1,1,0,2,20,38,6,0
5009406,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,1,1,1,0,2,20,38,6,0
5009408,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,1,1,1,0,2,37,38,6,0
5009410,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,1,1,1,0,2,41,38,6,0
5112901,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,1,1,1,0,2,36,38,6,0
5009415,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,7,53,1,0
5009416,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,2,53,1,0
5009417,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,4,53,1,0
5009418,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,6,53,1,0
5009419,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,1,13,53,1,0
